$Temperature file for segment 85
To the right of the sum of temperatures are individual temperatures starting with QWD then QSTR
JDAY,T(C),
    26.945,    5.14,
    26.966,    5.12,
    26.987,    5.10,
    27.008,    5.08,
    27.029,    5.06,
    27.050,    5.05,
    27.071,    5.04,
    27.092,    5.03,
    27.113,    5.03,
    27.134,    5.02,
    27.155,    5.02,
    27.176,    5.02,
    27.197,    5.01,
    27.218,    5.00,
    27.239,    4.99,
    27.260,    4.99,
    27.281,    4.99,
    27.302,    4.98,
    27.323,    4.98,
    27.344,    4.97,
    27.365,    4.96,
    27.386,    4.96,
    27.407,    4.97,
    27.428,    4.97,
    27.449,    4.98,
    27.470,    4.99,
    27.491,    5.02,
    27.512,    5.06,
    27.533,    5.11,
    27.554,    5.15,
    27.575,    5.19,
    27.596,    5.24,
    27.617,    5.28,
    27.638,    5.33,
    27.659,    5.36,
    27.680,    5.38,
    27.701,    5.38,
    27.722,    5.37,
    27.743,    5.36,
    27.764,    5.35,
    27.785,    5.33,
    27.806,    5.31,
    27.827,    5.28,
    27.848,    5.25,
    27.869,    5.23,
    27.890,    5.20,
    27.911,    5.18,
    27.932,    5.16,
    27.953,    5.14,
    27.974,    5.13,
    27.995,    5.13,
    28.016,    5.12,
    28.037,    5.11,
    28.058,    5.10,
    28.079,    5.09,
    28.100,    5.09,
    28.121,    5.09,
    28.142,    5.09,
    28.163,    5.09,
    28.184,    5.09,
    28.205,    5.08,
    28.226,    5.07,
    28.247,    5.06,
    28.268,    5.05,
    28.289,    5.03,
    28.310,    5.01,
    28.331,    4.99,
    28.352,    4.97,
    28.373,    4.96,
    28.394,    4.96,
    28.415,    4.95,
    28.436,    4.95,
    28.457,    4.96,
    28.478,    4.98,
    28.499,    5.01,
    28.520,    5.03,
    28.541,    5.06,
    28.562,    5.08,
    28.583,    5.11,
    28.604,    5.15,
    28.625,    5.19,
    28.646,    5.23,
    28.667,    5.26,
    28.688,    5.26,
    28.709,    5.26,
    28.730,    5.25,
    28.751,    5.25,
    28.772,    5.24,
    28.793,    5.23,
    28.814,    5.22,
    28.835,    5.19,
    28.856,    5.17,
    28.877,    5.15,
    28.898,    5.14,
    28.919,    5.12,
    28.940,    5.11,
    28.961,    5.09,
    28.982,    5.09,
    29.003,    5.09,
    29.024,    5.08,
    29.045,    5.07,
    29.066,    5.07,
    29.087,    5.08,
    29.108,    5.08,
    29.129,    5.09,
    29.150,    5.10,
    29.171,    5.11,
    29.192,    5.12,
    29.213,    5.12,
    29.234,    5.13,
    29.255,    5.13,
    29.276,    5.13,
    29.297,    5.13,
    29.318,    5.13,
    29.339,    5.12,
    29.360,    5.12,
    29.381,    5.12,
    29.402,    5.13,
    29.423,    5.14,
    29.444,    5.15,
    29.465,    5.16,
    29.486,    5.17,
    29.507,    5.17,
    29.528,    5.17,
    29.549,    5.18,
    29.570,    5.18,
    29.591,    5.18,
    29.612,    5.18,
    29.633,    5.18,
    29.654,    5.18,
    29.675,    5.19,
    29.696,    5.19,
    29.717,    5.19,
    29.738,    5.20,
    29.759,    5.20,
    29.780,    5.21,
    29.801,    5.21,
    29.822,    5.22,
    29.843,    5.23,
    29.864,    5.24,
    29.885,    5.25,
    29.906,    5.27,
    29.927,    5.28,
    29.948,    5.30,
    29.969,    5.31,
    29.990,    5.33,
    30.011,    5.34,
    30.032,    5.36,
    30.053,    5.38,
    30.074,    5.40,
    30.095,    5.41,
    30.116,    5.43,
    30.137,    5.44,
    30.158,    5.46,
    30.179,    5.47,
    30.200,    5.48,
    30.221,    5.49,
    30.242,    5.49,
    30.263,    5.50,
    30.284,    5.50,
    30.305,    5.51,
    30.326,    5.52,
    30.347,    5.53,
    30.368,    5.53,
    30.389,    5.53,
    30.410,    5.54,
    30.431,    5.55,
    30.452,    5.55,
    30.473,    5.57,
    30.494,    5.58,
    30.515,    5.60,
    30.536,    5.61,
    30.557,    5.62,
    30.578,    5.64,
    30.599,    5.65,
    30.620,    5.67,
    30.641,    5.68,
    30.662,    5.68,
    30.683,    5.67,
    30.704,    5.67,
    30.725,    5.65,
    30.746,    5.62,
    30.767,    5.60,
    30.788,    5.57,
    30.809,    5.55,
    30.830,    5.52,
    30.851,    5.49,
    30.872,    5.47,
    30.893,    5.45,
    30.914,    5.44,
    30.935,    5.43,
    30.956,    5.42,
    30.977,    5.41,
    30.998,    5.40,
    31.019,    5.39,
    31.040,    5.38,
    31.061,    5.37,
    31.082,    5.35,
    31.103,    5.35,
    31.124,    5.34,
    31.145,    5.33,
    31.166,    5.32,
    31.187,    5.31,
    31.208,    5.30,
    31.229,    5.29,
    31.250,    5.29,
    31.271,    5.28,
    31.292,    5.26,
    31.313,    5.26,
    31.334,    5.25,
    31.355,    5.24,
    31.376,    5.24,
    31.397,    5.24,
    31.418,    5.24,
    31.439,    5.25,
    31.460,    5.26,
    31.481,    5.27,
    31.502,    5.28,
    31.523,    5.29,
    31.544,    5.29,
    31.565,    5.29,
    31.586,    5.29,
    31.607,    5.28,
    31.628,    5.28,
    31.649,    5.26,
    31.670,    5.24,
    31.691,    5.21,
    31.712,    5.18,
    31.733,    5.15,
    31.754,    5.12,
    31.775,    5.10,
    31.796,    5.08,
    31.817,    5.05,
    31.838,    5.03,
    31.859,    5.02,
    31.880,    5.01,
    31.901,    5.01,
    31.922,    5.01,
    31.943,    5.01,
    31.964,    5.02,
    31.985,    5.03,
    32.006,    5.05,
    32.027,    5.06,
    32.048,    5.07,
    32.069,    5.09,
    32.090,    5.11,
    32.111,    5.14,
    32.132,    5.16,
    32.153,    5.19,
    32.174,    5.21,
    32.195,    5.22,
    32.216,    5.24,
    32.237,    5.26,
    32.258,    5.27,
    32.279,    5.28,
    32.300,    5.29,
    32.321,    5.30,
    32.342,    5.32,
    32.363,    5.33,
    32.384,    5.35,
    32.405,    5.37,
    32.426,    5.40,
    32.447,    5.44,
    32.468,    5.49,
    32.489,    5.55,
    32.510,    5.60,
    32.531,    5.66,
    32.552,    5.70,
    32.573,    5.74,
    32.594,    5.77,
    32.615,    5.79,
    32.636,    5.81,
    32.657,    5.82,
    32.678,    5.82,
    32.699,    5.81,
    32.720,    5.80,
    32.741,    5.79,
    32.762,    5.77,
    32.783,    5.75,
    32.804,    5.73,
    32.825,    5.71,
    32.846,    5.69,
    32.867,    5.67,
    32.888,    5.64,
    32.909,    5.62,
    32.930,    5.61,
    32.951,    5.60,
    32.972,    5.59,
    32.993,    5.59,
    33.014,    5.59,
    33.035,    5.59,
    33.056,    5.59,
    33.077,    5.58,
    33.098,    5.57,
    33.119,    5.56,
    33.140,    5.55,
    33.161,    5.55,
    33.182,    5.54,
    33.203,    5.53,
    33.224,    5.53,
    33.245,    5.53,
    33.266,    5.53,
    33.287,    5.53,
    33.308,    5.54,
    33.329,    5.54,
    33.350,    5.55,
    33.371,    5.56,
    33.392,    5.57,
    33.413,    5.58,
    33.434,    5.60,
    33.455,    5.61,
    33.476,    5.63,
    33.497,    5.65,
    33.518,    5.68,
    33.539,    5.71,
    33.560,    5.74,
    33.581,    5.76,
    33.602,    5.79,
    33.623,    5.81,
    33.644,    5.83,
    33.665,    5.85,
    33.686,    5.85,
    33.707,    5.85,
    33.728,    5.85,
    33.749,    5.85,
    33.770,    5.84,
    33.791,    5.83,
    33.812,    5.82,
    33.833,    5.80,
    33.854,    5.80,
    33.875,    5.78,
    33.896,    5.77,
    33.917,    5.77,
    33.938,    5.76,
    33.959,    5.75,
    33.980,    5.74,
    34.001,    5.72,
    34.022,    5.71,
    34.043,    5.69,
    34.064,    5.67,
    34.085,    5.66,
    34.106,    5.65,
    34.127,    5.64,
    34.148,    5.63,
    34.169,    5.62,
    34.190,    5.61,
    34.211,    5.60,
    34.232,    5.59,
    34.253,    5.58,
    34.274,    5.58,
    34.295,    5.58,
    34.316,    5.59,
    34.337,    5.59,
    34.358,    5.60,
    34.379,    5.60,
    34.400,    5.61,
    34.421,    5.62,
    34.442,    5.65,
    34.463,    5.68,
    34.484,    5.71,
    34.505,    5.75,
    34.526,    5.79,
    34.547,    5.83,
    34.568,    5.87,
    34.589,    5.91,
    34.610,    5.96,
    34.631,    6.00,
    34.652,    6.04,
    34.673,    6.07,
    34.694,    6.09,
    34.715,    6.10,
    34.736,    6.10,
    34.757,    6.09,
    34.778,    6.07,
    34.799,    6.05,
    34.820,    6.03,
    34.841,    6.00,
    34.862,    5.97,
    34.883,    5.93,
    34.904,    5.90,
    34.925,    5.88,
    34.946,    5.86,
    34.967,    5.85,
    34.988,    5.84,
    35.009,    5.82,
    35.030,    5.81,
    35.051,    5.80,
    35.072,    5.80,
    35.093,    5.80,
    35.114,    5.79,
    35.135,    5.78,
    35.156,    5.78,
    35.177,    5.78,
    35.198,    5.77,
    35.219,    5.77,
    35.240,    5.76,
    35.261,    5.74,
    35.282,    5.72,
    35.303,    5.70,
    35.324,    5.69,
    35.345,    5.67,
    35.366,    5.64,
    35.387,    5.62,
    35.408,    5.59,
    35.429,    5.57,
    35.450,    5.56,
    35.471,    5.54,
    35.492,    5.51,
    35.513,    5.48,
    35.534,    5.45,
    35.555,    5.45,
    35.576,    5.46,
    35.597,    5.47,
    35.618,    5.48,
    35.639,    5.49,
    35.660,    5.48,
    35.681,    5.47,
    35.702,    5.45,
    35.723,    5.44,
    35.744,    5.41,
    35.765,    5.37,
    35.786,    5.33,
    35.807,    5.29,
    35.828,    5.26,
    35.849,    5.22,
    35.870,    5.20,
    35.891,    5.17,
    35.912,    5.15,
    35.933,    5.13,
    35.954,    5.12,
    35.975,    5.11,
    35.996,    5.10,
    36.017,    5.10,
    36.038,    5.10,
    36.059,    5.10,
    36.080,    5.10,
    36.101,    5.09,
    36.122,    5.09,
    36.143,    5.09,
    36.164,    5.09,
    36.185,    5.09,
    36.206,    5.08,
    36.227,    5.07,
    36.248,    5.06,
    36.269,    5.06,
    36.290,    5.05,
    36.311,    5.05,
    36.332,    5.04,
    36.353,    5.03,
    36.374,    5.02,
    36.395,    5.02,
    36.416,    5.03,
    36.437,    5.04,
    36.458,    5.04,
    36.479,    5.07,
    36.500,    5.09,
    36.521,    5.12,
    36.542,    5.15,
    36.563,    5.19,
    36.584,    5.23,
    36.605,    5.28,
    36.626,    5.33,
    36.647,    5.37,
    36.668,    5.40,
    36.689,    5.40,
    36.710,    5.41,
    36.731,    5.39,
    36.752,    5.38,
    36.773,    5.35,
    36.794,    5.32,
    36.815,    5.28,
    36.836,    5.25,
    36.857,    5.22,
    36.878,    5.19,
    36.899,    5.17,
    36.920,    5.15,
    36.941,    5.14,
    36.962,    5.13,
    36.983,    5.13,
    37.004,    5.13,
    37.025,    5.12,
    37.046,    5.12,
    37.067,    5.12,
    37.088,    5.11,
    37.109,    5.10,
    37.130,    5.09,
    37.151,    5.09,
    37.172,    5.09,
    37.193,    5.08,
    37.214,    5.07,
    37.235,    5.07,
    37.256,    5.06,
    37.277,    5.05,
    37.298,    5.04,
    37.319,    5.04,
    37.340,    5.04,
    37.361,    5.04,
    37.382,    5.05,
    37.403,    5.06,
    37.424,    5.08,
    37.445,    5.12,
    37.466,    5.17,
    37.487,    5.22,
    37.508,    5.28,
    37.529,    5.34,
    37.550,    5.40,
    37.571,    5.47,
    37.592,    5.53,
    37.613,    5.60,
    37.634,    5.66,
    37.655,    5.71,
    37.676,    5.73,
    37.697,    5.73,
    37.718,    5.72,
    37.739,    5.70,
    37.760,    5.67,
    37.781,    5.64,
    37.802,    5.60,
    37.823,    5.56,
    37.844,    5.51,
    37.865,    5.47,
    37.886,    5.42,
    37.907,    5.39,
    37.928,    5.36,
    37.949,    5.34,
    37.970,    5.31,
    37.991,    5.29,
    38.012,    5.28,
    38.033,    5.26,
    38.054,    5.24,
    38.075,    5.22,
    38.096,    5.20,
    38.117,    5.17,
    38.138,    5.14,
    38.159,    5.11,
    38.180,    5.08,
    38.201,    5.06,
    38.222,    5.03,
    38.243,    5.02,
    38.264,    5.00,
    38.285,    4.98,
    38.306,    4.96,
    38.327,    4.95,
    38.348,    4.94,
    38.369,    4.94,
    38.390,    4.94,
    38.411,    4.96,
    38.432,    4.99,
    38.453,    5.02,
    38.474,    5.08,
    38.495,    5.14,
    38.516,    5.22,
    38.537,    5.30,
    38.558,    5.38,
    38.579,    5.46,
    38.600,    5.55,
    38.621,    5.64,
    38.642,    5.72,
    38.663,    5.78,
    38.684,    5.82,
    38.705,    5.84,
    38.726,    5.83,
    38.747,    5.81,
    38.768,    5.79,
    38.789,    5.76,
    38.810,    5.71,
    38.831,    5.67,
    38.852,    5.62,
    38.873,    5.57,
    38.894,    5.53,
    38.915,    5.49,
    38.936,    5.45,
    38.957,    5.42,
    38.978,    5.39,
    38.999,    5.37,
    39.020,    5.35,
    39.041,    5.33,
    39.062,    5.31,
    39.083,    5.30,
    39.104,    5.27,
    39.125,    5.25,
    39.146,    5.23,
    39.167,    5.21,
    39.188,    5.20,
    39.209,    5.19,
    39.230,    5.18,
    39.251,    5.17,
    39.272,    5.16,
    39.293,    5.15,
    39.314,    5.14,
    39.335,    5.13,
    39.356,    5.13,
    39.377,    5.13,
    39.398,    5.15,
    39.419,    5.16,
    39.440,    5.18,
    39.461,    5.21,
    39.482,    5.28,
    39.503,    5.36,
    39.524,    5.44,
    39.545,    5.52,
    39.566,    5.59,
    39.587,    5.67,
    39.608,    5.74,
    39.629,    5.83,
    39.650,    5.90,
    39.671,    5.97,
    39.692,    5.99,
    39.713,    6.00,
    39.734,    6.00,
    39.755,    5.99,
    39.776,    5.97,
    39.797,    5.93,
    39.818,    5.88,
    39.839,    5.84,
    39.860,    5.79,
    39.881,    5.74,
    39.902,    5.68,
    39.923,    5.63,
    39.944,    5.59,
    39.965,    5.55,
    39.986,    5.51,
    40.007,    5.48,
    40.028,    5.44,
    40.049,    5.41,
    40.070,    5.38,
    40.091,    5.35,
    40.112,    5.33,
    40.133,    5.30,
    40.154,    5.28,
    40.175,    5.25,
    40.196,    5.22,
    40.217,    5.19,
    40.238,    5.16,
    40.259,    5.13,
    40.280,    5.11,
    40.301,    5.09,
    40.322,    5.07,
    40.343,    5.05,
    40.364,    5.04,
    40.385,    5.02,
    40.406,    5.02,
    40.427,    5.02,
    40.448,    5.03,
    40.469,    5.05,
    40.490,    5.08,
    40.511,    5.15,
    40.532,    5.24,
    40.553,    5.33,
    40.574,    5.42,
    40.595,    5.51,
    40.616,    5.60,
    40.637,    5.69,
    40.658,    5.77,
    40.679,    5.83,
    40.700,    5.88,
    40.721,    5.90,
    40.742,    5.90,
    40.763,    5.88,
    40.784,    5.85,
    40.805,    5.80,
    40.826,    5.75,
    40.847,    5.71,
    40.868,    5.68,
    40.889,    5.65,
    40.910,    5.61,
    40.931,    5.57,
    40.952,    5.53,
    40.973,    5.50,
    40.994,    5.47,
    41.015,    5.44,
    41.036,    5.41,
    41.057,    5.38,
    41.078,    5.35,
    41.099,    5.32,
    41.120,    5.28,
    41.141,    5.24,
    41.162,    5.21,
    41.183,    5.17,
    41.204,    5.14,
    41.225,    5.12,
    41.246,    5.09,
    41.267,    5.07,
    41.288,    5.05,
    41.309,    5.04,
    41.330,    5.02,
    41.351,    5.01,
    41.372,    5.00,
    41.393,    5.00,
    41.414,    5.01,
    41.435,    5.04,
    41.456,    5.08,
    41.477,    5.14,
    41.498,    5.22,
    41.519,    5.31,
    41.540,    5.40,
    41.561,    5.49,
    41.582,    5.57,
    41.603,    5.66,
    41.624,    5.75,
    41.645,    5.82,
    41.666,    5.89,
    41.687,    5.92,
    41.708,    5.94,
    41.729,    5.93,
    41.750,    5.92,
    41.771,    5.89,
    41.792,    5.85,
    41.813,    5.80,
    41.834,    5.75,
    41.855,    5.70,
    41.876,    5.65,
    41.897,    5.60,
    41.918,    5.54,
    41.939,    5.50,
    41.960,    5.46,
    41.981,    5.42,
    42.002,    5.38,
    42.023,    5.35,
    42.044,    5.31,
    42.065,    5.28,
    42.086,    5.25,
    42.107,    5.22,
    42.128,    5.19,
    42.149,    5.17,
    42.170,    5.14,
    42.191,    5.11,
    42.212,    5.08,
    42.233,    5.06,
    42.254,    5.03,
    42.275,    5.00,
    42.296,    4.98,
    42.317,    4.97,
    42.338,    4.96,
    42.359,    4.95,
    42.380,    4.94,
    42.401,    4.94,
    42.422,    4.95,
    42.443,    4.98,
    42.464,    5.01,
    42.485,    5.09,
    42.506,    5.15,
    42.527,    5.20,
    42.548,    5.26,
    42.569,    5.32,
    42.590,    5.39,
    42.611,    5.50,
    42.632,    5.60,
    42.653,    5.67,
    42.674,    5.74,
    42.695,    5.77,
    42.716,    5.78,
    42.737,    5.78,
    42.758,    5.78,
    42.779,    5.76,
    42.800,    5.73,
    42.821,    5.70,
    42.842,    5.66,
    42.863,    5.61,
    42.884,    5.56,
    42.905,    5.51,
    42.926,    5.47,
    42.947,    5.43,
    42.968,    5.39,
    42.989,    5.36,
    43.010,    5.32,
    43.031,    5.29,
    43.052,    5.26,
    43.073,    5.23,
    43.094,    5.21,
    43.115,    5.18,
    43.136,    5.15,
    43.157,    5.12,
    43.178,    5.09,
    43.199,    5.07,
    43.220,    5.06,
    43.241,    5.05,
    43.262,    5.03,
    43.283,    5.02,
    43.304,    5.02,
    43.325,    5.01,
    43.346,    5.02,
    43.367,    5.03,
    43.388,    5.04,
    43.409,    5.06,
    43.430,    5.10,
    43.451,    5.17,
    43.472,    5.24,
    43.493,    5.33,
    43.514,    5.43,
    43.535,    5.54,
    43.556,    5.65,
    43.577,    5.75,
    43.598,    5.85,
    43.619,    5.94,
    43.640,    6.03,
    43.661,    6.10,
    43.682,    6.15,
    43.703,    6.17,
    43.724,    6.16,
    43.745,    6.14,
    43.766,    6.11,
    43.787,    6.06,
    43.808,    6.01,
    43.829,    5.95,
    43.850,    5.90,
    43.871,    5.84,
    43.892,    5.78,
    43.913,    5.72,
    43.934,    5.66,
    43.955,    5.61,
